FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,TotPop_e,TotPop_m,Hisp_e,Hisp_m,pHisp_e,pHisp_m,Not_Hisp_e,Not_Hisp_m,pNot_Hisp_e,pNot_Hisp_m,NHWhite_e,NHWhite_m,pNHWhite_e,pNHWhite_m,NHBlack_e,NHBlack_m,pNHBlack_e,pNHBlack_m,NH_AmInd_e,NH_AmInd_m,pNH_AmInd_e,pNH_AmInd_m,NH_Asian_e,NH_Asian_m,pNH_Asian_e,pNH_Asian_m,NH_PacIsl_e,NH_PacIsl_m,pNH_PacIsl_e,pNH_PacIsl_m,NH_OthRace_e,NH_OthRace_m,pNH_OthRace_e,pNH_OthRace_m,NH_TwoRace_e,NH_TwoRace_m,pNH_TwoRace_e,pNH_TwoRace_m,NH_AsianPI_e,NH_AsianPI_m,pNH_AsianPI_e,pNH_AsianPI_m,NH_Other_e,NH_Other_m,pNH_Other_e,pNH_Other_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
1655,13089021411,Yes,Atlanta Regional Commission,1670,Tract,"Census Tract 214.11, DeKalb County",3400,236,180,96,5.3,2.8,3220,278,94.7,4.9,2745,246,80.7,4.6,254,160,7.5,4.7,0,13,0,0.4,146,86,4.3,2.5,9,17,0.3,0.5,5,8,0.1,0.2,61,46,1.8,1.3,155,88,4.6,2.6,66,48,1.9,1.4,,,,,0.0563393308038225,0.000162450842332917
1656,13089020400,Yes,Atlanta Regional Commission,1640,Tract,"Census Tract 204, DeKalb County",2574,242,74,58,2.9,2.2,2500,244,97.1,2.5,2251,273,87.5,6.7,74,47,2.9,1.8,0,13,0,0.5,132,78,5.1,3,0,13,0,0.5,6,10,0.2,0.4,37,45,1.4,1.7,132,79,5.1,3,43,48,1.7,1.9,,,,,0.0422984454751753,9.85200994669763e-05
1657,13089020300,Yes,Atlanta Regional Commission,1639,Tract,"Census Tract 203, DeKalb County",4151,326,149,108,3.6,2.6,4002,320,96.4,1.4,3612,339,87,4.5,146,77,3.5,1.8,0,13,0,0.3,81,39,2,0.9,0,13,0,0.3,19,30,0.5,0.7,144,82,3.5,2,81,41,2,1,163,88,3.9,2.1,,,,,0.0745135676976951,0.000184643417535883
1658,13089020100,Yes,Atlanta Regional Commission,1637,Tract,"Census Tract 201, DeKalb County",2076,141,95,74,4.6,3.6,1981,167,95.4,4.8,1885,178,90.8,6,36,33,1.7,1.6,0,13,0,0.6,25,21,1.2,1,0,13,0,0.6,13,21,0.6,1,22,26,1.1,1.3,25,25,1.2,1.2,35,36,1.7,1.7,,,,,0.0495054651168037,0.000109213247607959
1659,13089023802,Yes,Atlanta Regional Commission,1779,Tract,"Census Tract 238.02, DeKalb County",4599,567,301,192,6.5,4.1,4298,550,93.5,3.2,947,258,20.6,5,3054,524,66.4,7.9,58,88,1.3,1.9,80,137,1.7,3,0,13,0,0.3,18,35,0.4,0.8,141,116,3.1,2.5,80,138,1.7,3,217,150,4.7,3.2,,,,,0.212939155913219,0.00093736621970921
1660,13089023801,Yes,Atlanta Regional Commission,1778,Tract,"Census Tract 238.01, DeKalb County",4027,436,186,106,4.6,2.6,3841,413,95.4,14.6,1211,234,30.1,4.8,2406,332,59.7,5.1,10,17,0.2,0.4,76,61,1.9,1.5,0,13,0,0.3,20,23,0.5,0.6,118,73,2.9,1.8,76,62,1.9,1.5,148,78,3.7,1.9,,,,,0.104134079218007,0.000417681699576797
1661,13089023700,Yes,Atlanta Regional Commission,1777,Tract,"Census Tract 237, DeKalb County",6211,744,87,66,1.4,1,6124,753,98.6,2.7,994,256,16,3.6,4796,743,77.2,7.6,75,105,1.2,1.7,17,29,0.3,0.5,1,2,0,0,54,88,0.9,1.4,187,203,3,3.2,18,29,0.3,0.5,316,245,5.1,3.9,,,,,0.119593089376157,0.000460301712433751
1662,13089023506,Yes,Atlanta Regional Commission,1772,Tract,"Census Tract 235.06, DeKalb County",6474,721,26,28,0.4,0.4,6448,722,99.6,1.2,419,85,6.5,1.1,5801,659,89.6,2,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,228,289,3.5,4.4,0,25,0,0.4,228,290,3.5,4.5,,,,,0.0935331160192406,0.000522934179216137
1663,13089023505,Yes,Atlanta Regional Commission,1771,Tract,"Census Tract 235.05, DeKalb County",2876,387,59,92,2.1,3.2,2817,391,97.9,3.3,75,45,2.6,1.5,2613,399,90.9,6.6,15,27,0.5,0.9,2,4,0.1,0.1,0,13,0,0.5,79,115,2.7,4,33,40,1.1,1.4,2,14,0.1,0.5,127,125,4.4,4.3,,,,,0.0613493851428704,0.000211941326034972
1664,13257970200,No,Georgia Mountains,2821,Tract,"Census Tract 9702, Stephens County",5691,684,159,183,2.8,3.2,5532,670,97.2,1.5,5068,668,89.1,4.8,269,267,4.7,4.7,53,65,0.9,1.1,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,142,104,2.5,1.8,0,25,0,0.4,195,124,3.4,2.1,,,,,0.592079508745599,0.0116833736450894
1665,13257970400,No,Georgia Mountains,2824,Tract,"Census Tract 9704, Stephens County",6991,620,44,62,0.6,0.9,6947,616,99.4,12.5,6259,566,89.5,1.6,572,269,8.2,3.8,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,116,155,1.7,2.2,0,25,0,0.4,116,157,1.7,2.2,,,,,0.865354203766711,0.019774082429779
1666,13089023427,Yes,Atlanta Regional Commission,1767,Tract,"Census Tract 234.27, DeKalb County",2763,332,113,140,4.1,5,2650,322,95.9,1.7,92,100,3.3,3.6,2430,326,87.9,5.2,24,28,0.9,1,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,104,118,3.8,4.2,0,18,0,0.7,128,122,4.6,4.4,,,,,0.115198931664816,0.000444870971358601
1667,13089023424,Yes,Atlanta Regional Commission,1764,Tract,"Census Tract 234.24, DeKalb County",5730,616,72,55,1.3,1,5658,616,98.7,1.7,274,134,4.8,2.3,5332,636,93.1,4.8,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,52,56,0.9,1,0,25,0,0.4,52,62,0.9,1.1,,,,,0.10950353272223,0.000687878157949754
1668,13089023422,Yes,Atlanta Regional Commission,1762,Tract,"Census Tract 234.22, DeKalb County",5705,459,236,186,4.1,3.2,5469,480,95.9,3.4,77,108,1.3,1.9,5373,488,94.2,4,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,19,22,0.3,0.4,0,25,0,0.4,19,34,0.3,0.6,,,,,0.122182215495735,0.000886839326720497
1669,13089023421,Yes,Atlanta Regional Commission,1761,Tract,"Census Tract 234.21, DeKalb County",8287,921,196,198,2.4,2.4,8091,939,97.6,3.3,136,67,1.6,0.8,7543,981,91,6.1,0,18,0,0.2,0,18,0,0.2,0,18,0,0.2,0,18,0,0.2,412,289,5,3.4,0,25,0,0.3,412,290,5,3.5,,,,,0.131085931251731,0.000608830721855541
1670,13089023315,Yes,Atlanta Regional Commission,1751,Tract,"Census Tract 233.15, DeKalb County",5489,559,93,99,1.7,1.8,5396,602,98.3,4.5,302,107,5.5,1.9,4930,551,89.8,4.1,56,74,1,1.3,0,18,0,0.3,0,18,0,0.3,7,10,0.1,0.2,101,91,1.8,1.6,0,25,0,0.5,164,118,3,2.1,,,,,0.230020545325859,0.00230227339412157
1671,13089023314,Yes,Atlanta Regional Commission,1750,Tract,"Census Tract 233.14, DeKalb County",5801,780,325,179,5.6,3,5476,786,94.4,4.7,139,134,2.4,2.3,5180,773,89.3,5.8,0,18,0,0.3,51,101,0.9,1.7,0,18,0,0.3,0,18,0,0.3,106,102,1.8,1.7,51,103,0.9,1.8,106,105,1.8,1.8,,,,,0.101662659165047,0.000509873576158615
1672,13089023115,Yes,Atlanta Regional Commission,1733,Tract,"Census Tract 231.15, DeKalb County",2272,151,136,64,6,2.8,2136,162,94,3.4,175,92,7.7,4,1815,178,79.9,5.8,26,34,1.1,1.5,6,11,0.3,0.5,0,13,0,0.6,0,13,0,0.6,114,45,5,2,6,17,0.3,0.7,140,58,6.2,2.5,,,,,0.0378420329975521,6.59805378744377e-05
1673,13089023413,Yes,Atlanta Regional Commission,1756,Tract,"Census Tract 234.13, DeKalb County",3788,469,76,77,2,2,3712,472,98,2.8,109,81,2.9,2.1,3566,497,94.1,6,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,37,54,1,1.4,0,18,0,0.5,37,57,1,1.5,,,,,0.100803699689031,0.000395013026959195
1674,13089023414,Yes,Atlanta Regional Commission,1757,Tract,"Census Tract 234.14, DeKalb County",6571,1010,16,25,0.2,0.4,6555,1014,99.8,1.7,115,82,1.8,1.2,6301,1046,95.9,6,0,18,0,0.3,108,148,1.6,2.2,0,18,0,0.3,0,18,0,0.3,31,49,0.5,0.7,108,149,1.6,2.3,31,55,0.5,0.8,,,,,0.128758191543658,0.000673916771777898
1675,13089023206,Yes,Atlanta Regional Commission,1735,Tract,"Census Tract 232.06, DeKalb County",7770,848,159,152,2,1.9,7611,881,98,3.8,685,317,8.8,4,6650,966,85.6,8.2,0,18,0,0.2,224,243,2.9,3.1,0,18,0,0.2,0,18,0,0.2,52,60,0.7,0.8,224,244,2.9,3.1,52,65,0.7,0.8,,,,,0.113895568819437,0.00070692020752343
1676,13089021907,Yes,Atlanta Regional Commission,1697,Tract,"Census Tract 219.07, DeKalb County",8711,831,619,440,7.1,5,8092,812,92.9,2.9,1648,276,18.9,2.6,6338,788,72.8,5.8,14,24,0.2,0.3,0,18,0,0.2,0,18,0,0.2,49,72,0.6,0.8,43,52,0.5,0.6,0,25,0,0.3,106,92,1.2,1,,,,,0.223921116940142,0.00227635038054273
1677,13089023204,Yes,Atlanta Regional Commission,1734,Tract,"Census Tract 232.04, DeKalb County",6923,633,296,160,4.3,2.3,6627,641,95.7,3,888,260,12.8,3.6,5562,595,80.3,4.5,1,3,0,0,69,90,1,1.3,0,18,0,0.3,57,89,0.8,1.3,50,59,0.7,0.8,69,92,1,1.3,108,107,1.6,1.5,,,,,0.112534692772764,0.000658123335301387
1678,13071970702,No,Southwest Georgia,1567,Tract,"Census Tract 9707.02, Colquitt County",2460,314,668,332,27.2,13,1792,407,72.8,13.7,577,147,23.5,5.2,1166,366,47.4,13.6,5,11,0.2,0.4,1,2,0,0.1,4,8,0.2,0.3,0,13,0,0.5,39,47,1.6,1.9,5,8,0.2,0.3,44,50,1.8,2,,,,,0.0864044025118504,0.000320692319297988
1679,13071970400,No,Southwest Georgia,1563,Tract,"Census Tract 9704, Colquitt County",3411,430,884,292,25.9,7.9,2527,391,74.1,6.6,1707,248,50,3.6,793,322,23.2,9,20,33,0.6,1,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,7,9,0.2,0.3,0,18,0,0.5,27,37,0.8,1.1,,,,,0.442534909078089,0.00714274801682456
1680,13071970800,No,Southwest Georgia,1568,Tract,"Census Tract 9708, Colquitt County",3198,378,962,403,30.1,12.1,2236,353,69.9,7.3,895,244,28,6.9,1302,337,40.7,9.4,0,13,0,0.4,20,42,0.6,1.3,0,13,0,0.4,0,13,0,0.4,19,34,0.6,1.1,20,44,0.6,1.4,19,39,0.6,1.2,,,,,0.119216708233958,0.000622779136014002
1681,13089023113,Yes,Atlanta Regional Commission,1731,Tract,"Census Tract 231.13, DeKalb County",2914,424,132,124,4.5,4.2,2782,438,95.5,5.7,708,153,24.3,3.9,1903,423,65.3,11,0,13,0,0.4,60,44,2.1,1.5,0,13,0,0.4,10,15,0.3,0.5,101,73,3.5,2.5,60,46,2.1,1.5,111,76,3.8,2.5,,,,,0.0786915470220883,0.000198087740340158
1682,13089022010,Yes,Atlanta Regional Commission,1710,Tract,"Census Tract 220.10, DeKalb County",2354,182,104,83,4.4,3.5,2250,195,95.6,3.7,389,99,16.5,4,796,220,33.8,9,68,81,2.9,3.4,947,215,40.2,8.6,0,13,0,0.6,2,5,0.1,0.2,48,47,2,2,947,215,40.2,8.6,118,94,5,4,,,,,0.0454560290790776,0.000123110080222846
1683,13089023111,Yes,Atlanta Regional Commission,1729,Tract,"Census Tract 231.11, DeKalb County",2311,218,48,45,2.1,1.9,2263,225,97.9,3.1,264,149,11.4,6.4,1879,289,81.3,9.9,0,13,0,0.6,24,22,1,0.9,0,13,0,0.6,0,13,0,0.6,96,104,4.2,4.5,24,26,1,1.1,96,106,4.2,4.6,,,,,0.072026375206102,0.000228467273870432
1684,13089021814,Yes,Atlanta Regional Commission,1695,Tract,"Census Tract 218.14, DeKalb County",5700,734,2232,778,39.2,12.7,3468,430,60.8,10.9,1161,239,20.4,3.3,1844,418,32.4,6,0,18,0,0.3,320,215,5.6,3.7,0,18,0,0.3,54,61,0.9,1.1,89,83,1.6,1.4,320,216,5.6,3.7,143,105,2.5,1.8,,,,,0.0890380297651017,0.00024861717175244
1685,13089021409,Yes,Atlanta Regional Commission,1668,Tract,"Census Tract 214.09, DeKalb County",3901,472,1696,440,43.5,10,2205,317,56.5,4.4,408,124,10.5,2.9,1504,270,38.6,5.1,0,13,0,0.3,204,148,5.2,3.7,0,13,0,0.3,0,13,0,0.3,89,59,2.3,1.5,204,149,5.2,3.8,89,62,2.3,1.6,,,,,0.059325281889063,0.000101467849182478
1686,13089021218,Yes,Atlanta Regional Commission,1660,Tract,"Census Tract 212.18, DeKalb County",6088,581,479,255,7.9,4.1,5609,600,92.1,4.5,2277,320,37.4,3.9,2338,593,38.4,9,35,57,0.6,0.9,727,407,11.9,6.6,0,18,0,0.3,31,38,0.5,0.6,201,179,3.3,2.9,727,407,11.9,6.6,267,192,4.4,3.1,,,,,0.0727362420557756,0.000275721348040217
1687,13089023507,Yes,Atlanta Regional Commission,1773,Tract,"Census Tract 235.07, DeKalb County",4098,416,84,65,2,1.6,4014,420,98,2.5,125,123,3.1,3,3680,444,89.8,5.9,179,227,4.4,5.5,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,30,32,0.7,0.8,0,18,0,0.4,209,230,5.1,5.6,,,,,0.088770407882101,0.000348538655507964
1688,13089023412,Yes,Atlanta Regional Commission,1755,Tract,"Census Tract 234.12, DeKalb County",5648,651,28,35,0.5,0.6,5620,647,99.5,16.2,125,79,2.2,1.4,5381,632,95.3,2.1,0,18,0,0.3,85,98,1.5,1.7,0,18,0,0.3,0,18,0,0.3,29,41,0.5,0.7,85,100,1.5,1.8,29,48,0.5,0.9,,,,,0.137879016124874,0.000717274990275484
1689,13089023416,Yes,Atlanta Regional Commission,1758,Tract,"Census Tract 234.16, DeKalb County",6811,613,45,73,0.7,1.1,6766,627,99.3,2.2,193,99,2.8,1.4,6572,651,96.5,4,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,1,2,0,0,0,25,0,0.4,1,26,0,0.4,,,,,0.162916729717992,0.000930697805882247
1690,13089023102,Yes,Atlanta Regional Commission,1726,Tract,"Census Tract 231.02, DeKalb County",3574,275,169,128,4.7,3.6,3405,305,95.3,4.4,1123,187,31.4,4.6,2027,295,56.7,7,0,13,0,0.4,169,99,4.7,2.7,0,13,0,0.4,27,42,0.8,1.2,59,54,1.7,1.5,169,100,4.7,2.8,86,70,2.4,1.9,,,,,0.0673605409764698,0.000244744471093057
1691,13089023000,Yes,Atlanta Regional Commission,1724,Tract,"Census Tract 230, DeKalb County",2121,184,56,51,2.6,2.4,2065,183,97.4,1.8,1794,197,84.6,5.7,198,68,9.3,3.1,0,13,0,0.6,27,29,1.3,1.4,0,13,0,0.6,29,46,1.4,2.2,17,16,0.8,0.8,27,32,1.3,1.5,46,50,2.2,2.4,,,,,0.0696603597864367,0.000173705594408084
1692,13089021906,Yes,Atlanta Regional Commission,1696,Tract,"Census Tract 219.06, DeKalb County",5624,550,393,315,7,5.6,5231,473,93,12.4,811,222,14.4,3.7,3959,474,70.4,4.9,0,18,0,0.3,309,248,5.5,4.4,0,18,0,0.3,0,18,0,0.3,152,134,2.7,2.4,309,249,5.5,4.4,152,136,2.7,2.4,,,,,0.0845268235436903,0.00030326121588182
1693,13071970701,No,Southwest Georgia,1566,Tract,"Census Tract 9707.01, Colquitt County",7144,623,673,284,9.4,3.9,6471,666,90.6,5,4270,585,59.8,6.3,1920,418,26.9,5.4,50,69,0.7,1,180,160,2.5,2.2,0,18,0,0.3,0,18,0,0.3,51,92,0.7,1.3,180,161,2.5,2.2,101,116,1.4,1.6,,,,,0.315369025361697,0.00400066568355808
1694,13071970100,No,Southwest Georgia,1560,Tract,"Census Tract 9701, Colquitt County",5487,497,1273,406,23.2,7.1,4214,437,76.8,3.9,3474,377,63.3,3.8,589,205,10.7,3.6,70,66,1.3,1.2,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,81,96,1.5,1.7,0,25,0,0.5,151,118,2.8,2.1,,,,,0.963750110577721,0.0280159131861352
1695,13071970600,No,Southwest Georgia,1565,Tract,"Census Tract 9706, Colquitt County",6190,773,1177,532,19,8.3,5013,653,81,3,4631,621,74.8,3.7,283,177,4.6,2.8,0,18,0,0.3,78,114,1.3,1.8,0,18,0,0.3,0,18,0,0.3,21,45,0.3,0.7,78,115,1.3,1.9,21,52,0.3,0.8,,,,,0.909798605732709,0.0197660432876562
1696,13071970300,No,Southwest Georgia,1562,Tract,"Census Tract 9703, Colquitt County",5340,547,592,249,11.1,4.5,4748,492,88.9,1.4,1658,281,31,4.2,3090,407,57.9,4.8,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,25,0,0.5,0,31,0,0.6,,,,,0.3581071895824,0.0045383012519046
1697,13071970900,No,Southwest Georgia,1569,Tract,"Census Tract 9709, Colquitt County",6584,623,1688,471,25.6,6.7,4896,640,74.4,6.7,4247,582,64.5,6.4,419,252,6.4,3.8,0,18,0,0.3,105,150,1.6,2.3,0,18,0,0.3,0,18,0,0.3,125,149,1.9,2.3,105,151,1.6,2.3,125,151,1.9,2.3,,,,,0.830064364661463,0.033900367348992
1698,13071970500,No,Southwest Georgia,1564,Tract,"Census Tract 9705, Colquitt County",3226,383,633,311,19.6,9.4,2593,329,80.4,3.6,2285,299,70.8,3.9,303,142,9.4,4.3,1,5,0,0.2,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,4,6,0.1,0.2,0,18,0,0.6,5,15,0.2,0.5,,,,,0.826246949524849,0.0211151887097236
1699,13071970200,No,Southwest Georgia,1561,Tract,"Census Tract 9702, Colquitt County",2850,288,133,132,4.7,4.6,2717,301,95.3,4.3,2185,278,76.7,5.9,471,217,16.5,7.4,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,7,11,0.2,0.4,54,53,1.9,1.8,0,18,0,0.6,61,56,2.1,1.9,,,,,0.620660836160552,0.0169984628840817
1700,13089021217,Yes,Atlanta Regional Commission,1659,Tract,"Census Tract 212.17, DeKalb County",2198,211,189,114,8.6,5.1,2009,223,91.4,5.1,1413,161,64.3,3.9,388,158,17.7,7,9,13,0.4,0.6,171,90,7.8,4,0,13,0,0.6,4,6,0.2,0.3,24,25,1.1,1.1,171,91,7.8,4.1,37,29,1.7,1.3,,,,,0.0548443473300241,0.00016349417991894
1701,13089021215,Yes,Atlanta Regional Commission,1657,Tract,"Census Tract 212.15, DeKalb County",6251,638,455,468,7.3,7.4,5796,585,92.7,13.3,2409,396,38.5,5,321,190,5.1,3,22,31,0.4,0.5,2918,530,46.7,7,0,18,0,0.3,25,41,0.4,0.7,101,185,1.6,3,2918,530,46.7,7,148,192,2.4,3.1,,,,,0.0908776040042172,0.000316899627145319
1702,13089021414,Yes,Atlanta Regional Commission,1673,Tract,"Census Tract 214.14, DeKalb County",4092,409,1720,382,42,8.3,2372,335,58,5.8,680,168,16.6,3.8,1327,289,32.4,6.3,31,54,0.8,1.3,259,192,6.3,4.6,0,13,0,0.3,16,25,0.4,0.6,59,45,1.4,1.1,259,192,6.3,4.7,106,75,2.6,1.8,,,,,0.056031570483216,0.00010717547941533
1703,13089021101,Yes,Atlanta Regional Commission,1647,Tract,"Census Tract 211.01, DeKalb County",3722,302,117,115,3.1,3.1,3605,320,96.9,3.5,3009,327,80.8,5.8,262,132,7,3.5,0,13,0,0.3,194,103,5.2,2.7,0,13,0,0.3,32,35,0.9,0.9,108,114,2.9,3.1,194,104,5.2,2.8,140,120,3.8,3.2,,,,,0.081343979534909,0.000320029435774009
1704,13089023316,Yes,Atlanta Regional Commission,1752,Tract,"Census Tract 233.16, DeKalb County",7992,655,342,370,4.3,4.6,7650,650,95.7,2.1,288,151,3.6,1.9,7247,655,90.7,3.5,0,18,0,0.2,0,18,0,0.2,0,18,0,0.2,21,36,0.3,0.4,94,106,1.2,1.3,0,25,0,0.3,115,113,1.4,1.4,,,,,0.132132016386247,0.000582980419371771
1705,13089023313,Yes,Atlanta Regional Commission,1749,Tract,"Census Tract 233.13, DeKalb County",5579,496,151,150,2.7,2.7,5428,501,97.3,2.4,46,63,0.8,1.1,5170,573,92.7,6.1,0,18,0,0.3,36,63,0.6,1.1,0,18,0,0.3,148,128,2.7,2.3,28,33,0.5,0.6,36,66,0.6,1.2,176,133,3.2,2.4,,,,,0.0958639168289745,0.000478650963456885
1706,13089022900,Yes,Atlanta Regional Commission,1723,Tract,"Census Tract 229, DeKalb County",3465,279,240,107,6.9,3,3225,302,93.1,4.4,2128,187,61.4,2.2,920,222,26.6,6,10,15,0.3,0.4,125,77,3.6,2.2,0,13,0,0.4,0,13,0,0.4,42,35,1.2,1,125,78,3.6,2.2,52,40,1.5,1.2,,,,,0.12362671172917,0.000370428483060568
1707,13089022800,Yes,Atlanta Regional Commission,1722,Tract,"Census Tract 228, DeKalb County",4273,333,114,99,2.7,2.3,4159,332,97.3,1.7,2718,249,63.6,3.1,824,200,19.3,4.4,26,37,0.6,0.9,370,274,8.7,6.4,0,13,0,0.3,38,47,0.9,1.1,183,104,4.3,2.4,370,274,8.7,6.4,247,120,5.8,2.8,,,,,0.0882335512612106,0.000245684580949022
1708,13089022600,Yes,Atlanta Regional Commission,1720,Tract,"Census Tract 226, DeKalb County",5907,457,275,186,4.7,3.1,5632,464,95.3,2.7,4422,459,74.9,5.2,920,330,15.6,5.5,0,18,0,0.3,73,55,1.2,0.9,8,22,0.1,0.4,40,39,0.7,0.7,169,159,2.9,2.7,81,59,1.4,1,209,165,3.5,2.8,,,,,0.0948524143175717,0.000303189120036679
1709,13089022500,Yes,Atlanta Regional Commission,1719,Tract,"Census Tract 225, DeKalb County",6512,581,201,162,3.1,2.5,6311,635,96.9,4.5,3812,369,58.5,2.2,2028,896,31.1,13.5,0,18,0,0.3,330,212,5.1,3.2,0,18,0,0.3,0,18,0,0.3,141,101,2.2,1.5,330,213,5.1,3.2,141,104,2.2,1.6,,,,,0.0693770121371286,0.000274182130826034
1710,13089022100,Yes,Atlanta Regional Commission,1711,Tract,"Census Tract 221, DeKalb County",3280,469,95,76,2.9,2.3,3185,460,97.1,2,688,169,21,4.2,2021,426,61.6,9.5,0,13,0,0.4,409,282,12.5,8.4,0,13,0,0.4,0,13,0,0.4,67,51,2,1.5,409,282,12.5,8.4,67,54,2,1.6,,,,,0.0810804059108681,0.00033271888548685
